extract_priority	wiki_domain_candidate	bucket	content_kind	extension	bytes	absolute_path	relative_path
medium	lng-projects	doris-62092-sesa	pdf	.pdf	257533	/mnt/ace/doris/62092_sesa/000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/ATP SOLUTIONS/1.3. Dwg.OV2500361-3_R0.pdf	000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/ATP SOLUTIONS/1.3. Dwg.OV2500361-3_R0.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	233227	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/19-Dec-25/Pontón Deco I/DECO I_Arreglo General.02.pdf	000 Client Supplied/08 - Documents to Review CTR-08/19-Dec-25/Pontón Deco I/DECO I_Arreglo General.02.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	220214	/mnt/ace/doris/62092_sesa/000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/RMT VALVOMECCANICA/7. Preliminary Production Schedule - RMT VM REF. 25-0714.pdf	000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/RMT VALVOMECCANICA/7. Preliminary Production Schedule - RMT VM REF. 25-0714.pdf
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	206319	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-L-HDS-10021-0000-B.xlsx	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-L-HDS-10021-0000-B.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	206319	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-10/Client Supplied/GSM-AO-L-HDS-10021-0000-B.xlsx	999 Work Space/CTR-10/Client Supplied/GSM-AO-L-HDS-10021-0000-B.xlsx
medium	lng-projects	doris-62092-sesa	pdf	.pdf	198938	/mnt/ace/doris/62092_sesa/000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/FLUITEK/FLUITEK/1. DATA SHEET - FLUITEK OFFER  1954-25 rev 2.pdf	000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/FLUITEK/FLUITEK/1. DATA SHEET - FLUITEK OFFER  1954-25 rev 2.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	167204	/mnt/ace/doris/62092_sesa/000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/ATP SOLUTIONS/1. Data Sheet Valves - ARG Drago Russo - ATP Solutions_FILLED.pdf	000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/ATP SOLUTIONS/1. Data Sheet Valves - ARG Drago Russo - ATP Solutions_FILLED.pdf
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	163068	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-L-HDS-10020-0000-A.xlsx	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-L-HDS-10020-0000-A.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	163068	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-10/Client Supplied/GSM-AO-L-HDS-10020-0000-A.xlsx	999 Work Space/CTR-10/Client Supplied/GSM-AO-L-HDS-10020-0000-A.xlsx
medium	lng-projects	doris-62092-sesa	pdf	.pdf	162285	/mnt/ace/doris/62092_sesa/000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/RMT VALVOMECCANICA/1. Data sheet.pdf	000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/RMT VALVOMECCANICA/1. Data sheet.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	145173	/mnt/ace/doris/62092_sesa/000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/PIETRO/1. Datasheet Preliminary.pdf	000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/PIETRO/1. Datasheet Preliminary.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	140883	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-01-Valves/FSosa/Subsea Valves/Pietro Valves/SSV_3_MFR_Datasheet.pdf	999 Work Space/CTR-01-Valves/FSosa/Subsea Valves/Pietro Valves/SSV_3_MFR_Datasheet.pdf
medium	lng-projects	doris-62092-sesa	document	.docx	134141	/mnt/ace/doris/62092_sesa/000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/PIETRO/TIV Valves _ General T&C's.docx	000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/PIETRO/TIV Valves _ General T&C's.docx
medium	lng-projects	doris-62092-sesa	document	.doc	133120	/mnt/ace/doris/62092_sesa/002 Project Filing/100 Project Management/190 Project Records/Minutes of Meeting/62092-190-MOM-20260107.doc	002 Project Filing/100 Project Management/190 Project Records/Minutes of Meeting/62092-190-MOM-20260107.doc
medium	lng-projects	doris-62092-sesa	pdf	.pdf	125727	/mnt/ace/doris/62092_sesa/002 Project Filing/100 Project Management/190 Project Records/Minutes of Meeting/62092-190-MOM-20260107.pdf	002 Project Filing/100 Project Management/190 Project Records/Minutes of Meeting/62092-190-MOM-20260107.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	123810	/mnt/ace/doris/62092_sesa/000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/ATP SOLUTIONS/7. Preliminary manufacturing schedule.pdf	000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/ATP SOLUTIONS/7. Preliminary manufacturing schedule.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	123615	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/19-Dec-25/Pontón Deco I/DECO I - CNSN.pdf	000 Client Supplied/08 - Documents to Review CTR-08/19-Dec-25/Pontón Deco I/DECO I - CNSN.pdf
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	112419	/mnt/ace/doris/62092_sesa/999 Work Space/MDR/62092-200-MDR-0001.xlsx	999 Work Space/MDR/62092-200-MDR-0001.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	110489	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-03-Free Span Calcs/Comentarios doc GSM-AO-L-MCA-10024-0000 FREE SPAN HILLI_respuestas de DORIS.xlsx	999 Work Space/CTR-03-Free Span Calcs/Comentarios doc GSM-AO-L-MCA-10024-0000 FREE SPAN HILLI_respuestas de DORIS.xlsx
medium	lng-projects	doris-62092-sesa	document	.doc	105984	/mnt/ace/doris/62092_sesa/002 Project Filing/100 Project Management/190 Project Records/Minutes of Meeting/62092-190-MOM-20251223.doc	002 Project Filing/100 Project Management/190 Project Records/Minutes of Meeting/62092-190-MOM-20251223.doc
medium	lng-projects	doris-62092-sesa	document	.doc	103936	/mnt/ace/doris/62092_sesa/002 Project Filing/100 Project Management/190 Project Records/Minutes of Meeting/62092-190-MOM-20251217.doc	002 Project Filing/100 Project Management/190 Project Records/Minutes of Meeting/62092-190-MOM-20251217.doc
medium	lng-projects	doris-62092-sesa	document	.doc	101376	/mnt/ace/doris/62092_sesa/002 Project Filing/100 Project Management/190 Project Records/Minutes of Meeting/62092-190-MOM-20251210.doc	002 Project Filing/100 Project Management/190 Project Records/Minutes of Meeting/62092-190-MOM-20251210.doc
medium	lng-projects	doris-62092-sesa	document	.doc	99840	/mnt/ace/doris/62092_sesa/002 Project Filing/100 Project Management/190 Project Records/Minutes of Meeting/63703-190-MOM-20251114_KOM.doc	002 Project Filing/100 Project Management/190 Project Records/Minutes of Meeting/63703-190-MOM-20251114_KOM.doc
medium	lng-projects	doris-62092-sesa	pdf	.pdf	95431	/mnt/ace/doris/62092_sesa/000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/ATP SOLUTIONS/4. ITP-HB-1 API 6DSS QL1.pdf	000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/ATP SOLUTIONS/4. ITP-HB-1 API 6DSS QL1.pdf
medium	lng-projects	doris-62092-sesa	document	.docx	95007	/mnt/ace/doris/62092_sesa/999 Work Space/cwhite/2025_11_06 Golar PAE - Operations Center requirements_Golar comments 18 Nov 2025.docx	999 Work Space/cwhite/2025_11_06 Golar PAE - Operations Center requirements_Golar comments 18 Nov 2025.docx
medium	lng-projects	doris-62092-sesa	pdf	.pdf	83215	/mnt/ace/doris/62092_sesa/000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/FLUITEK/FLUITEK/5. BARCHART28 34 WEEKS.pdf	000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/FLUITEK/FLUITEK/5. BARCHART28 34 WEEKS.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	83052	/mnt/ace/doris/62092_sesa/002 Project Filing/100 Project Management/190 Project Records/Minutes of Meeting/62092-190-MOM-20251210.pdf	002 Project Filing/100 Project Management/190 Project Records/Minutes of Meeting/62092-190-MOM-20251210.pdf
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	79188	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-01-Valves/62092-322-TBE-0001 Technical Bid Evaluation for Valves Rev A.xlsx	999 Work Space/CTR-01-Valves/62092-322-TBE-0001 Technical Bid Evaluation for Valves Rev A.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	62794	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-01-Valves/62092-322-TBE-0001 Technical Bid Evaluation for Valves Rev A R2.xlsx	999 Work Space/CTR-01-Valves/62092-322-TBE-0001 Technical Bid Evaluation for Valves Rev A R2.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	60063	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-01-Valves/62092-322-TBE-0001 Technical Bid Evaluation for Valves Rev A R2_AR.xlsx	999 Work Space/CTR-01-Valves/62092-322-TBE-0001 Technical Bid Evaluation for Valves Rev A R2_AR.xlsx
medium	lng-projects	doris-62092-sesa	pdf	.pdf	56456	/mnt/ace/doris/62092_sesa/002 Project Filing/100 Project Management/190 Project Records/Minutes of Meeting/62092-190-MOM-20251223.pdf	002 Project Filing/100 Project Management/190 Project Records/Minutes of Meeting/62092-190-MOM-20251223.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	55509	/mnt/ace/doris/62092_sesa/002 Project Filing/100 Project Management/190 Project Records/Minutes of Meeting/62092-190-MOM-20251217.pdf	002 Project Filing/100 Project Management/190 Project Records/Minutes of Meeting/62092-190-MOM-20251217.pdf
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	53375	/mnt/ace/doris/62092_sesa/999 Work Space/Templates/62092-TRN-DOR-PAE-0001.xlsx	999 Work Space/Templates/62092-TRN-DOR-PAE-0001.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	53360	/mnt/ace/doris/62092_sesa/002 Project Filing/200 Shared Services/263 Doc Control/62092-TRN-DOR-PAE-0001.xlsx	002 Project Filing/200 Shared Services/263 Doc Control/62092-TRN-DOR-PAE-0001.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	53352	/mnt/ace/doris/62092_sesa/002 Project Filing/200 Shared Services/263 Doc Control/62092-TRN-DOR-PAE-0002.xlsx	002 Project Filing/200 Shared Services/263 Doc Control/62092-TRN-DOR-PAE-0002.xlsx
medium	lng-projects	doris-62092-sesa	document	.docx	37680	/mnt/ace/doris/62092_sesa/002 Project Filing/100 Project Management/190 Project Records/Organization Chart/Org chart.docx	002 Project Filing/100 Project Management/190 Project Records/Organization Chart/Org chart.docx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	36626	/mnt/ace/doris/62092_sesa/002 Project Filing/Deliverables/GSM-AO-C-ETC-10011-0000_B_CRS.xlsx	002 Project Filing/Deliverables/GSM-AO-C-ETC-10011-0000_B_CRS.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	36626	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-08/Consolidated CRS - GSM-AO-C-ETC-10011-0000_B   GENERAL CONSTRUCTION SPECIFICATIONS 20260107.xlsx	999 Work Space/CTR-08/Consolidated CRS - GSM-AO-C-ETC-10011-0000_B   GENERAL CONSTRUCTION SPECIFICATIONS 20260107.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	36029	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-08/Review Comments for GSM-AO-C-ETC-10011-0000_B   GENERAL CONSTRUCTION SPECIFICATIONS 20260105.xlsx	999 Work Space/JWhipple/CTR-08/Review Comments for GSM-AO-C-ETC-10011-0000_B   GENERAL CONSTRUCTION SPECIFICATIONS 20260105.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	32694	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-01-Valves/FSosa/Subsea Valves/Pietro Valves/SSV_3_MFR_Datasheet.xlsx	999 Work Space/CTR-01-Valves/FSosa/Subsea Valves/Pietro Valves/SSV_3_MFR_Datasheet.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	32499	/mnt/ace/doris/62092_sesa/002 Project Filing/Deliverables/GSM-AO-C-CTD-10006-0001_A_CRS.xlsx	002 Project Filing/Deliverables/GSM-AO-C-CTD-10006-0001_A_CRS.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	32499	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-08/Consolidated CRS - GSM-AO-C-CTD-10006-0001_A   Perfil Zanjado Tipicos de Zanja y Estabilizacion 20260108 JR_JW.xlsx	999 Work Space/CTR-08/Consolidated CRS - GSM-AO-C-CTD-10006-0001_A   Perfil Zanjado Tipicos de Zanja y Estabilizacion 20260108 JR_JW.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	32357	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-08/Old/Consolidated CRS - GSM-AO-C-CTD-10006-0001_A   Perfil Zanjado Tipicos de Zanja y Estabilizacion 20260108 JW.xlsx	999 Work Space/CTR-08/Old/Consolidated CRS - GSM-AO-C-CTD-10006-0001_A   Perfil Zanjado Tipicos de Zanja y Estabilizacion 20260108 JW.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	32237	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-10/Comments CRS - GSM-AO-L-MCA-10022-0000_A Stress and flexibility calc - HILLI 20260112_JW_FS.xlsx	999 Work Space/CTR-10/Comments CRS - GSM-AO-L-MCA-10022-0000_A Stress and flexibility calc - HILLI 20260112_JW_FS.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	32221	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-08/Old/Review Comments for GSM-AO-C-ETC-10011-0000_B   GENERAL CONSTRUCTION SPECIFICATIONS 20260107.xlsx	999 Work Space/CTR-08/Old/Review Comments for GSM-AO-C-ETC-10011-0000_B   GENERAL CONSTRUCTION SPECIFICATIONS 20260107.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	32221	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-08/Review Comments for GSM-AO-C-ETC-10011-0000_B   GENERAL CONSTRUCTION SPECIFICATIONS 20260107.xlsx	999 Work Space/JWhipple/CTR-08/Review Comments for GSM-AO-C-ETC-10011-0000_B   GENERAL CONSTRUCTION SPECIFICATIONS 20260107.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	32083	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-09/Consolidated Comments CRS - GSM-AO-L-MCA-10022-0000_A Stress and flexibility calc - HILLI 20260112.xlsx	999 Work Space/JWhipple/CTR-09/Consolidated Comments CRS - GSM-AO-L-MCA-10022-0000_A Stress and flexibility calc - HILLI 20260112.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	32077	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/Consolidated Comments CRS - GSM-AO-L-MCA-10022-0000_A Stress and flexibility calc - HILLI 20260112.xlsx	999 Work Space/CTR-09/Consolidated Comments CRS - GSM-AO-L-MCA-10022-0000_A Stress and flexibility calc - HILLI 20260112.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	30686	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-08/Old/Consolidated CRS - GSM-AO-C-CTD-10006-0001_A   Perfil Zanjado Tipicos de Zanja y Estabilizacion 20260107.xlsx	999 Work Space/CTR-08/Old/Consolidated CRS - GSM-AO-C-CTD-10006-0001_A   Perfil Zanjado Tipicos de Zanja y Estabilizacion 20260107.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	28669	/mnt/ace/doris/62092_sesa/001 Transfer/Consolidated CRS - GSM-AO-L-ETC-10027-0000_A Technical Specification for Monolithic Isolation Joints 20260108.xlsx	001 Transfer/Consolidated CRS - GSM-AO-L-ETC-10027-0000_A Technical Specification for Monolithic Isolation Joints 20260108.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	28669	/mnt/ace/doris/62092_sesa/002 Project Filing/Deliverables/GSM-AO-L-ETC-10027-0000_A-A_CRS.xlsx	002 Project Filing/Deliverables/GSM-AO-L-ETC-10027-0000_A-A_CRS.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	28669	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/Consolidated CRS - GSM-AO-L-ETC-10027-0000_A Technical Specification for Monolithic Isolation Joints 20260108.xlsx	999 Work Space/CTR-09/Consolidated CRS - GSM-AO-L-ETC-10027-0000_A Technical Specification for Monolithic Isolation Joints 20260108.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	28106	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-03/Review Comments for GSM-AO-L-MCA-10025-0000_A Free Span Calculation MKII 20251205.xlsx	999 Work Space/JWhipple/CTR-03/Review Comments for GSM-AO-L-MCA-10025-0000_A Free Span Calculation MKII 20251205.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	28106	/mnt/ace/doris/62092_sesa/999 Work Space/cwhite/Review Comments for GSM-AO-L-MCA-10025-0000_A Free Span Calculation MKII 20251205.xlsx	999 Work Space/cwhite/Review Comments for GSM-AO-L-MCA-10025-0000_A Free Span Calculation MKII 20251205.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	28077	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-03/Review Comments for GSM-AO-L-MCA-10024-0000_A Free Span Calculation HILLI 20251205.xlsx	999 Work Space/JWhipple/CTR-03/Review Comments for GSM-AO-L-MCA-10024-0000_A Free Span Calculation HILLI 20251205.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	28077	/mnt/ace/doris/62092_sesa/999 Work Space/cwhite/Review Comments for GSM-AO-L-MCA-10024-0000_A Free Span Calculation HILLI 20251205.xlsx	999 Work Space/cwhite/Review Comments for GSM-AO-L-MCA-10024-0000_A Free Span Calculation HILLI 20251205.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	27036	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-05/Review Comments for GSM-AO-L-ETC-10037-0000_1 Technical Specification of Welded Fittings 20251212.xlsx	999 Work Space/CTR-05/Review Comments for GSM-AO-L-ETC-10037-0000_1 Technical Specification of Welded Fittings 20251212.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	27036	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-05/Review Comments for GSM-AO-L-ETC-10037-0000_1 Technical Specification of Welded Fittings 20251212.xlsx	999 Work Space/JWhipple/CTR-05/Review Comments for GSM-AO-L-ETC-10037-0000_1 Technical Specification of Welded Fittings 20251212.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	25613	/mnt/ace/doris/62092_sesa/002 Project Filing/Deliverables/GSM-AO-Q-PRO-10066-0000_A_CRS.xlsx	002 Project Filing/Deliverables/GSM-AO-Q-PRO-10066-0000_A_CRS.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	25613	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-08/Consolidated CRS - GSM-AO-Q-PRO-10066-0000_A Tapada Estudio de Sedimentación 20260105.xlsx	999 Work Space/CTR-08/Consolidated CRS - GSM-AO-Q-PRO-10066-0000_A Tapada Estudio de Sedimentación 20260105.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	25462	/mnt/ace/doris/62092_sesa/002 Project Filing/Deliverables/GSM-AO-L-HDS-10020-0000-A_CRS.xlsx	002 Project Filing/Deliverables/GSM-AO-L-HDS-10020-0000-A_CRS.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	25462	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/Consolidated CRS - GSM-AO-L-HDS-10020-0000_A MIJ Data Sheets 20260108.xlsx	999 Work Space/CTR-09/Consolidated CRS - GSM-AO-L-HDS-10020-0000_A MIJ Data Sheets 20260108.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	23799	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/Consolidated Comments CRS - GSM-AO-M-MCA-10020-0000_A Pull Load 20260113.xlsx	999 Work Space/CTR-09/Consolidated Comments CRS - GSM-AO-M-MCA-10020-0000_A Pull Load 20260113.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	23799	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-09/Consolidated Comments CRS - GSM-AO-M-MCA-10020-0000_A Pull Load 20260113.xlsx	999 Work Space/JWhipple/CTR-09/Consolidated Comments CRS - GSM-AO-M-MCA-10020-0000_A Pull Load 20260113.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	23509	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-04/Review Comments for GSM-AO-L-ETC-10036-0000_0 Technical Specification of Flanges 20251209.xlsx	999 Work Space/CTR-04/Review Comments for GSM-AO-L-ETC-10036-0000_0 Technical Specification of Flanges 20251209.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	23509	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-04/Review Comments for GSM-AO-L-ETC-10036-0000_0 Technical Specification of Flanges 20251209.xlsx	999 Work Space/JWhipple/CTR-04/Review Comments for GSM-AO-L-ETC-10036-0000_0 Technical Specification of Flanges 20251209.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	23467	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-08/Review Comments for GSM-AO-Q-PRO-10066-0000_A Tapada Estudio de Sedimentación 20260105.xlsx	999 Work Space/JWhipple/CTR-08/Review Comments for GSM-AO-Q-PRO-10066-0000_A Tapada Estudio de Sedimentación 20260105.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	23403	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-09/Review Comments CRS - GSM-AO-C-ITE-10011-0000_A Definición de estabilización de la zanja HILLI 20260108 JW.xlsx	999 Work Space/JWhipple/CTR-09/Review Comments CRS - GSM-AO-C-ITE-10011-0000_A Definición de estabilización de la zanja HILLI 20260108 JW.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	22886	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-03-Free Span Calcs/Review Comments for GSM-AO-L-MCA-10025-0000_A Free Span Calculation MKII.xlsx	999 Work Space/CTR-03-Free Span Calcs/Review Comments for GSM-AO-L-MCA-10025-0000_A Free Span Calculation MKII.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	22863	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-03-Free Span Calcs/Review Comments for GSM-AO-L-MCA-10024-0000_A Free Span Calculation HILLI.xlsx	999 Work Space/CTR-03-Free Span Calcs/Review Comments for GSM-AO-L-MCA-10024-0000_A Free Span Calculation HILLI.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	22764	/mnt/ace/doris/62092_sesa/002 Project Filing/Deliverables/GSM-AO-C-ITE-10011-0000-A_CRS.xlsx	002 Project Filing/Deliverables/GSM-AO-C-ITE-10011-0000-A_CRS.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	22764	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/Consolidated Comments CRS - GSM-AO-C-ITE-10011-0000_A Definición de estabilización de la zanja HILLI 20260108.xlsx	999 Work Space/CTR-09/Consolidated Comments CRS - GSM-AO-C-ITE-10011-0000_A Definición de estabilización de la zanja HILLI 20260108.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	22718	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-03/Review Comments for GSM-AO-L-MCA-10025-0000_A Free Span Calculation MKII.xlsx	999 Work Space/JWhipple/CTR-03/Review Comments for GSM-AO-L-MCA-10025-0000_A Free Span Calculation MKII.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	22709	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-03/Review Comments for GSM-AO-L-MCA-10024-0000_A Free Span Calculation HILLI.xlsx	999 Work Space/JWhipple/CTR-03/Review Comments for GSM-AO-L-MCA-10024-0000_A Free Span Calculation HILLI.xlsx
